,index,caption,url,Visible,Subjective,Action,Story,Meta,Irrelevant,Other,When,How,Where,Comment
288,3061,let this before and after be an example of the difference between having a hair cut and having a hair style .,https://i.pinimg.com/736x/18/2d/14/182d14620553c65c0c8cef380b04d25b--hang-on-long-layered-hair.jpg,0,0,0,1,0,0,0,0,0,0,False
289,6707,a general view during the game against sports team,https://c1.staticflickr.com/6/5766/29496225143_e68dd367a2_o.jpg,1,0,0,0,1,0,0,1,1,1,False
290,2558,fashion business : we respect how all people live,https://www.fashiongonerogue.com/wp-content/uploads/2015/03/dolce-gabbana-interview-cnn.jpg,0,0,0,1,0,0,0,0,0,0,False
291,2931,a boy on studio white background,https://image.shutterstock.com/z/stock-photo-an-adorable-african-boy-on-studio-white-background-650177467.jpg,1,0,0,0,1,0,0,0,0,1,False
292,4415,rooms in the hotel overlook the ocean .,http://www.destinasian.com/travel/wp-content/uploads/13237827333_b5bc15568a_o-FILEminimizer.jpg,0,0,0,1,0,0,0,0,0,0,False
293,4793,the chandelier in the church,https://c1.staticflickr.com/6/5643/30211725443_0cf3ccaa1c_o.jpg,1,0,0,0,1,0,0,0,1,0,False
294,4207,opt for comfort in a green coat and blue ripped skinny jeans .,https://s-media-cache-ak0.pinimg.com/originals/4f/bb/02/4fbb026d80dae0779fe34a12500deef9.jpg,0,0,0,1,0,0,0,0,0,0,False
295,1002,silhouette of a bird safely landing on a roof,http://l7.alamy.com/zooms/c70967c43b3f485eba9329278b3e4dab/silhouette-of-a-bird-safely-landing-on-a-roof-cnn8hn.jpg,1,0,1,0,0,0,0,0,0,0,False
296,6827,aircraft model is one of the most popular aircraft in the world,https://c1.staticflickr.com/9/8882/29268381242_e7e14f7e0d_o.jpg,0,1,0,1,0,0,0,0,0,0,False
297,6863,action from the match between organisation and person on saturday,https://c1.staticflickr.com/9/8433/29417977562_92152be81b_o.jpg,1,0,1,1,1,0,0,1,0,0,False
298,5204,hiking down the canyon walls,https://c1.staticflickr.com/1/752/31171633344_a0d9b02d5b_o.jpg,1,0,1,1,1,0,0,0,1,0,False
299,613,"paradise : she has been staying with her partner , and geographical feature category",http://i.dailymail.co.uk/i/pix/2015/11/14/06/2E6A11FD00000578-0-image-a-2_1447482305593.jpg,0,0,0,1,0,0,0,0,0,0,False
300,3676,a food stall at market,https://cdn.cheapoguides.com/wp-content/uploads/sites/4/2017/06/13448843495_6e1cdef661_k-770x513.jpg,0,0,0,0,0,0,1,0,0,0,text
301,759,people waiting on the platform at the train station designed by artist,http://l7.alamy.com/zooms/f73e0cbf37764b08a957a32dddfbdcda/uelzen-germany-december-04-2016-people-waiting-on-the-platform-at-hdy07f.jpg,1,0,0,1,0,0,0,0,0,0,False
302,481,person carves a lobster from a block of ice for the fundraiser on friday .,http://multifiles.pressherald.com/uploads/sites/4/2010/12/portland-press-herald_3488034.jpg,0,0,1,1,0,0,0,0,0,0,False
303,473,"happy family : people , with people made a trip to the snow to celebrate the long weekend .",http://nnimgt-a.akamaihd.net/transform/v1/crop/frm/342N54ExNnUCDyWzghgYbSC/cd538c73-466c-4e05-8202-0892dceb8a44.jpg/r401_321_5388_3369_w1200_h678_fmax.jpg,0,1,0,1,0,0,0,0,0,0,False
304,6146,yellow flowers on the rocks,https://c1.staticflickr.com/6/5673/29976426093_1f3c2719d5_o.jpg,1,0,0,0,0,0,0,0,0,0,False
305,1824,yellow doors bring smiles even on a gloomy day !,https://static1.squarespace.com/static/52f31c5de4b0fd8758779cc6/t/580783d9b3db2b0f73fe3eb7/1476887542865/mudroom,0,1,0,1,0,0,0,0,0,0,False
306,6287,a snowboarder jumps into the powder snow .,https://c1.staticflickr.com/8/7153/26687059960_594f67daf6_o.jpg,1,0,1,0,0,0,0,0,0,0,False
307,2998,fallen autumn leaves on the pavement,http://media.gettyimages.com/photos/fallen-autumn-leaves-on-the-pavement-picture-id527975867?s=612x612,1,0,0,0,0,0,0,0,0,0,False
308,6924,lighting of the annual festival,https://c1.staticflickr.com/6/5740/30967789645_4bab4b1fc2_o.jpg,1,0,0,1,1,0,0,1,0,0,False
309,5226,another view of the trees,https://c1.staticflickr.com/9/8163/29853766001_fbd67150f8_o.jpg,1,0,0,0,1,0,0,0,0,1,False
310,2555,"sign of the horns , heavy metal symbol , cartoon flat style vector illustration .",https://us.123rf.com/450wm/campincool/campincool1502/campincool150200105/36852999-sign-of-the-horns-heavy-metal-symbol-cartoon-flat-style-vector-illustration.jpg?ver=6,1,0,0,0,0,0,0,0,0,0,False
311,6787,image may contain person on stage playing a musical instrument and night,https://c1.staticflickr.com/8/7698/27132046346_02399dff4f_o.jpg,1,0,1,1,1,0,0,1,1,0,False
312,6533,a tiny house in the garden,https://c1.staticflickr.com/1/414/32088638392_2832c77513_o.jpg,1,0,0,0,1,0,0,0,1,0,False
313,1052,sand sculpture of the movie,http://l7.alamy.com/zooms/48f11e90b1af4402b97599468c422aa1/sand-sculpture-of-the-movie-the-matrix-g138d1.jpg,1,0,0,0,0,0,0,0,0,0,False
314,5966,a young woman uses a video camera .,https://c1.staticflickr.com/6/5642/30478676034_66416b3751_o.jpg,1,0,1,0,0,0,0,0,0,0,False
315,4471,map of the state on a white background .,https://thumb7.shutterstock.com/display_pic_with_logo/3539771/670365889/stock-vector-map-of-the-u-s-state-of-maryland-on-a-white-background-american-flag-star-670365889.jpg,1,0,0,0,1,0,0,0,0,1,False
316,5361,a view of the bridge over the river,https://c1.staticflickr.com/9/8216/29849390586_e1fe5a1abe_o.jpg,1,0,0,0,1,0,0,0,0,1,False
317,5329,soldiers are seen in a trench .,https://c1.staticflickr.com/6/5443/30359100150_f142e27a32_o.jpg,1,0,0,0,1,0,0,0,1,0,False
318,6758,a sign in the room,https://c1.staticflickr.com/6/5799/30054956830_c70cc92ee3_o.jpg,1,0,0,0,1,0,1,0,1,0,text relevant
319,5969,rock artist performing on stage,https://c1.staticflickr.com/8/7643/26231676773_63e10cd9e4_o.jpg,1,0,1,0,1,0,0,0,1,0,False
320,5234,a city from the train,https://c1.staticflickr.com/1/673/31658647690_7d36a33069_o.jpg,1,0,0,0,1,0,0,0,1,1,False
321,4028,reading glasses on a black background,https://media.gettyimages.com/photos/reading-glasses-on-a-black-background-picture-id692918428?s=612x612,1,0,0,0,1,0,0,0,0,1,False
322,5398,a painting by painting artist,https://c1.staticflickr.com/6/5610/30800864150_0254de0cf2_o.jpg,0,0,0,0,0,0,1,0,0,0,text
323,7018,the roof of the museum,https://c1.staticflickr.com/9/8278/29879752225_95cee2039c_o.jpg,1,0,0,1,0,0,0,0,0,0,False
324,5273,sheep grazing on a hill,https://c1.staticflickr.com/8/7427/26635635873_a842a0a725_o.jpg,1,0,1,0,1,0,0,0,1,0,False
325,3311,vector silhouette of women on a white background .,https://thumb1.shutterstock.com/display_pic_with_logo/140101/198383570/stock-vector-vector-silhouette-of-women-on-a-white-background-198383570.jpg,1,0,0,0,1,0,0,0,0,1,False
326,4688,a soldier in front of a destroyed tank,https://c1.staticflickr.com/1/621/32016415404_65269d3202_o.jpg,1,0,0,0,1,0,0,0,1,0,False
327,682,male hand holding a human skull in the air .,https://media.istockphoto.com/photos/male-hand-holding-a-human-skull-in-the-air-wooden-table-in-the-picture-id865375158?k=6&m=865375158&s=612x612&w=0&h=Gr2X4pyaEegljSFrouWPlupnkJHtAtpTrP2dUbDXLCM=,1,0,0,0,0,0,0,0,0,0,False
328,6500,flowers in the window of the house,https://c1.staticflickr.com/8/7230/26520910644_90b7540020_o.jpg,1,0,0,0,0,0,0,0,0,0,False
329,7651,welcome to the road sign,https://c1.staticflickr.com/2/1701/26678422461_2e441c83c1_o.jpg,0,0,0,0,0,1,0,0,0,0,False
330,1954,a student reads a book in the library .,https://www.thenational.ae/image/policy:1.181365:1499303781/image/jpeg.jpg?f=4x3&w=1024&$p$f$w=5bccb59,1,0,0,0,0,0,0,0,0,0,False
331,2219,football player applauds the fans after the match between as and football team .,https://media.gettyimages.com/photos/michael-carrick-of-manchester-united-applauds-the-fans-after-the-uefa-picture-id156765161,1,0,0,0,1,0,0,0,0,0,False
332,5105,a soldier stands guard near the border .,https://c1.staticflickr.com/8/7626/27036500523_7392cbcf4a_o.jpg,1,0,1,0,1,0,0,0,1,0,False
333,2835,it has been a struggle for american football player as coach .,http://image.cleveland.com/home/cleve-media/width600/img/dman/photo/bx004-59d6-9jpg-45a09ed8d8d3b0f6.jpg,0,0,0,1,0,0,0,0,0,0,False
334,5951,person at the kitchen table,https://c1.staticflickr.com/6/5791/29876007321_7e90aba667_o.jpg,1,0,0,0,1,0,0,0,1,0,False
335,7273,the logo on the wall,https://c1.staticflickr.com/1/549/31317555203_485d8f80da_o.jpg,1,0,0,0,0,0,1,0,0,0,text relevant
336,900,"actor from models off - duty style model walks the streets in her everyday uniform : a crop top , distressed jeans and oversize coat .",https://s-media-cache-ak0.pinimg.com/originals/b5/20/5f/b5205fdb03ed3c6eb5673a330676d23e.jpg,0,0,1,1,0,0,0,0,0,0,False
337,5408,a view of the city at sunset,https://c1.staticflickr.com/6/5507/31094330620_255f80f739_o.jpg,1,0,0,0,1,0,0,1,0,1,False
338,867,ducks swimming in the river,https://ak0.picdn.net/shutterstock/videos/28932340/thumb/1.jpg,1,0,1,0,0,0,0,0,0,0,False
339,5859,a man walking down the street in front of a vintage car,https://c1.staticflickr.com/8/7598/27344895606_3f3bfb35aa_o.jpg,0,0,0,0,0,0,1,0,0,0,text
340,4720,a street in the city,https://c1.staticflickr.com/1/585/32460450902_f6de4632f6_o.jpg,1,0,0,0,1,0,0,0,1,0,False
341,3840,wooden gate in an old stone wall,http://l7.alamy.com/zooms/ca971519c21c4d1d8d07d15496a2a5a8/wooden-gate-in-an-old-stone-wall-eeerje.jpg,1,0,0,0,0,0,0,0,0,0,False
342,2626,young brutal man laying on his motorcycle in the desert and drinking water,http://l7.alamy.com/zooms/f302ce506d454ad2b8e01b705fdc3b1d/young-brutal-man-laying-on-his-motorcycle-in-the-desert-and-drinking-gk4rr7.jpg,1,1,1,0,1,0,0,0,1,0,False
343,6841,a view of the river,https://c1.staticflickr.com/1/581/32901504016_ba8fe6e630_o.jpg,1,0,0,0,1,0,0,0,0,1,False
344,4420,a look inside grand old building,https://nnimgt-a.akamaihd.net/transform/v1/crop/frm/38mZtrKtVVJMp4J2xgF3cwr/2e70e74a-6d9f-4700-a836-41c14f2a4da5.jpg/r0_0_800_600_w1200_h678_fmax.jpg,0,0,0,1,0,0,0,0,0,0,False
345,3236,vivid repeating floral - for easy making seamless pattern use it for filling any contours,https://thumb10.shutterstock.com/display_pic_with_logo/715558/186825203/stock-photo-vivid-repeating-floral-for-easy-making-seamless-pattern-use-it-for-filling-any-contours-186825203.jpg,0,0,0,0,0,0,1,0,0,0,text
346,4632,a police car in the city,https://c1.staticflickr.com/9/8559/29709990504_9e58cc8603_o.jpg,1,0,0,0,1,0,0,0,1,0,False
347,575,artist and pop rock artist attend clothing business by fashion show .,https://media.gettyimages.com/photos/pete-wentz-and-ashlee-simpson-wentz-attend-the-clandestine-industries-picture-id96766346?k=6&m=96766346&s=612x612&w=0&h=BLXGwSlZ2oVeFuayx0_mLOY1ZhBT1f5JwmEsaCTLZnM=,0,0,0,1,0,0,0,0,0,0,False
348,4035,man is interviewed during event,https://media.gettyimages.com/photos/chicago-blackhawks-general-manager-stan-bowman-is-interviewed-during-picture-id800224842?s=612x612,1,0,1,0,1,0,0,1,0,0,False
349,6730,military conflict by painting artist,https://c1.staticflickr.com/1/560/31934310471_df0330b555_o.jpg,1,0,0,1,0,0,0,0,0,0,False
350,6539,flags in front of the building,https://c1.staticflickr.com/6/5517/29813024184_c257e2c26e_o.jpg,1,0,0,0,1,0,0,0,1,0,False
351,6220,the stage at the studio .,https://c1.staticflickr.com/6/5576/30033948884_438347020a_o.jpg,1,0,0,0,1,0,0,0,1,0,False
352,7372,benches in the night,https://c1.staticflickr.com/8/7493/27936460843_0e120f7102_o.jpg,0,0,0,0,0,1,0,0,0,0,False
353,7529,person speaking at a whiteboard,https://c1.staticflickr.com/8/7049/27392755470_75108fab7a_o.jpg,1,0,1,0,0,0,0,0,0,0,False
354,3515,a selection of floppy hats in various colors .,https://thumb10.shutterstock.com/display_pic_with_logo/791821/302488883/stock-photo-a-selection-of-floppy-hats-in-various-colors-302488883.jpg,1,0,0,0,0,0,0,0,0,0,False
355,5058,a man walks across a road .,https://c1.staticflickr.com/8/7082/27701540920_15ae91003a_o.jpg,0,0,0,0,0,1,0,0,0,0,False
356,4438,get free plans to this easy build .,https://i.pinimg.com/736x/3b/47/ec/3b47ec1464b67deb683f1367f966df70--workbench-plans-diy-kids-workbench.jpg,0,0,0,0,0,0,1,0,0,0,text
357,5294,baseball player watches his - run home run during the fifth inning of a baseball game against sports team,https://c1.staticflickr.com/9/8560/30027972535_b2be9bbd49_o.jpg,1,0,1,0,1,0,0,1,1,0,False
358,7034,walking through the pine forest,https://c1.staticflickr.com/9/8070/29278104881_13e653ce47_o.jpg,1,0,1,0,1,0,0,0,1,0,False
359,5991,an old abandoned house in a city .,https://c1.staticflickr.com/6/5710/30283428855_f2a6e63c50_o.jpg,1,0,0,0,1,0,0,0,1,0,False
360,6851,a section of the road,https://c1.staticflickr.com/8/7371/27114322245_5055797c3e_o.jpg,1,0,0,0,0,0,0,0,0,0,False
361,1811,industrial tanks for petrol and oil pattern repeat seamless in black color for any design .,https://thumb1.shutterstock.com/display_pic_with_logo/1141187/782838148/stock-photo-industrial-tanks-for-petrol-and-oil-pattern-repeat-seamless-in-black-color-for-any-design-782838148.jpg,1,0,0,0,0,0,0,0,0,0,False
362,6057,view from the living room,https://c1.staticflickr.com/9/8524/28885642404_aa97201586_o.jpg,1,0,0,0,1,0,0,0,1,1,False
363,7545,a man walks past a street vendor .,https://c1.staticflickr.com/6/5569/31067621810_be9126c586_o.jpg,0,0,0,0,0,1,0,0,0,0,False
364,1007,"coffee cup , notebook , pen , smartphone and headphones on a windowsill .",https://thumb7.shutterstock.com/display_pic_with_logo/796321/528988561/stock-photo-coffee-cup-notebook-pen-smartphone-and-headphones-on-a-windowsill-the-view-from-the-window-on-528988561.jpg,1,0,0,0,0,0,0,0,0,0,False
365,3971,road in the middle of tropical forest .,http://l7.alamy.com/zooms/2cba155f13034d33802237b12b689101/road-in-the-middle-of-tropical-forest-cars-passing-by-aerial-view-jbng1t.jpg,1,0,0,0,1,0,0,0,1,0,False
366,3802,aerial : a small island with a deserted beach .,https://ak8.picdn.net/shutterstock/videos/31380778/thumb/1.jpg,1,0,0,0,1,0,0,0,0,1,False
367,7036,christmas lights in the city,https://c1.staticflickr.com/1/485/31190547893_6d2c97e143_o.jpg,1,0,0,1,1,0,0,0,1,0,False
368,1350,what is the biggest risk of roasting chestnuts on an open fire ?,https://www.quiz.biz/uploads/quizz/1161278/1_925q4.jpg,0,0,0,1,0,0,0,0,0,0,False
369,6258,tourist attraction in the morning,https://c1.staticflickr.com/6/5537/30250491603_3aa68b1c85_o.jpg,1,0,0,0,1,0,0,1,1,0,False
370,6399,the boardwalk to the beach,https://c1.staticflickr.com/9/8771/28418728035_7d43120caf_o.jpg,1,0,0,0,1,0,0,0,1,0,False
371,4287,cute vector illustration of aircraft flying around the globe .,https://thumb7.shutterstock.com/display_pic_with_logo/2986033/689980531/stock-vector-cute-vector-illustration-of-aircraft-flying-around-the-globe-design-for-poster-or-print-689980531.jpg,0,0,0,0,0,0,1,0,0,0,text
372,2850,aerial view of greeting during the night,https://ak6.picdn.net/shutterstock/videos/15436786/thumb/1.jpg,0,0,0,0,1,0,0,1,0,1,False
373,6499,arch bridge in the city,https://c1.staticflickr.com/8/7415/27571093636_e041d774be_o.jpg,0,0,0,0,0,1,0,0,0,0,False
374,284,whiskey on the rocks and scholar books -- stock photo #,https://st2.depositphotos.com/1003543/9844/i/950/depositphotos_98440000-stock-photo-whiskey-on-the-rocks-and.jpg,1,0,0,0,0,0,0,0,0,0,False
375,666,"actor , his wife and family arrive at the premiere",http://media.gettyimages.com/photos/actor-bradley-walsh-his-wife-donna-and-family-arrive-at-the-uk-of-picture-id72649414,1,0,0,0,0,0,0,0,0,0,False
376,561,film character added to a skull .,https://s-media-cache-ak0.pinimg.com/originals/93/02/05/93020570a682b8ef0b1e95c641dd0adb.jpg,0,1,0,0,0,0,0,0,0,0,False
377,2129,all of the persons in this photo are adherents,https://hereticdhammasangha.files.wordpress.com/2015/11/tumblr_nrfq5rzdt31tokksoo1_1280.jpg?w=593,1,0,0,0,0,0,0,0,0,0,False
378,1306,large group of people in the shape of circle .,https://thumb7.shutterstock.com/display_pic_with_logo/3945977/372109789/stock-photo-large-group-of-people-in-the-shape-of-circle-372109789.jpg,1,0,0,0,0,0,0,0,0,0,False
379,890,person needs a set of cufflinks to match his suit and tie,https://www.jamesmortonties.co.uk/wp-content/uploads/2015/06/cufflinks.jpg,0,1,0,1,0,0,0,0,0,0,False
380,1158,"politician , center , walks with military person , right , the commanding general",http://l7.alamy.com/zooms/1e5ecc1d3fbe4d85aa91edd0e45b35d4/us-secretary-of-defense-leon-panetta-center-walks-with-army-maj-gen-e1hkmp.jpg,0,0,0,1,0,0,0,0,0,0,False
381,1254,embroidery stitches with flower decoration .,https://thumb1.shutterstock.com/display_pic_with_logo/1943648/630960248/stock-vector-embroidery-stitches-with-mandala-flower-decoration-vector-fashion-round-ornament-for-textile-630960248.jpg,1,0,0,0,0,0,0,0,0,0,False
382,7669,some of my favorite toy .,https://c1.staticflickr.com/1/662/31721657754_2ac9bfbeab_o.jpg,0,1,0,1,0,0,0,0,0,0,False
383,7502,flock of sheep in a field,https://c1.staticflickr.com/9/8546/29980685731_177972acdc_o.jpg,1,0,0,0,1,0,0,0,1,0,False
384,5059,early morning walk in the woods .,https://c1.staticflickr.com/1/657/31124888613_8283f2dbd1_o.jpg,1,0,0,0,1,0,0,1,1,0,False
385,3183,"warm light , the house with the green magnolia",http://www.starovreme.com/galimg/img1293481904.jpg,1,0,0,1,1,0,0,0,1,0,False
386,401,... cookie recipe for an extra special combination .,http://thriftyjinxy.com/wp-content/uploads/2013/12/Peanut-Butter-Pretzel-Reindeer-Cookies1.jpg,0,1,0,1,0,0,0,0,0,0,False
387,7678,one of the many waterfalls,https://c1.staticflickr.com/9/8105/28448739724_17e038e5dd_o.jpg,0,0,0,0,0,1,0,0,0,0,False
388,3869,a pack of domestic dogs seen roaming the roads and chasing animals .,https://i.pinimg.com/736x/1c/e1/57/1ce157668c006c1c9cb5caf1dd269aae--kruger-national-park-national-parks.jpg,1,0,1,0,0,0,0,0,0,0,False
389,7439,stained glass inside the church,https://c1.staticflickr.com/6/5020/29800496881_4979abddc9_o.jpg,1,0,0,0,1,0,0,0,1,0,False
390,1376,"filming location on the map in soft grunge and vintage style , like old paper with watercolor painting .",https://image.shutterstock.com/z/stock-photo-japan-japanese-flag-on-the-map-of-east-and-southeast-asia-in-soft-grunge-and-vintage-style-like-605624366.jpg,1,0,0,1,0,0,0,0,0,0,False
391,2768,tourists disembark from a helicopter along the area,http://l7.alamy.com/zooms/ef3e7ad0753c40d1808eb0deeb3ec3b1/tourists-disembark-from-a-helicopter-along-the-wilkins-river-area-d7ea5k.jpg,1,0,1,0,0,0,0,0,0,0,False
392,6028,"a city in the past , history",https://c1.staticflickr.com/6/5602/30765959922_02207f27d0_o.jpg,1,0,0,1,1,0,0,1,1,0,False
393,7059,lettuce growing in the vegetable garden,https://c1.staticflickr.com/6/5171/29350627493_6405f8e6e0_o.jpg,1,0,0,0,1,0,0,0,1,0,False
394,5346,a city is the city of street art,https://c1.staticflickr.com/1/702/33264464636_93ceb55dfc_o.jpg,1,0,0,1,1,0,0,0,1,0,False
395,4698,a view of the waterfall,https://c1.staticflickr.com/1/610/32620197550_698af75133_o.jpg,1,0,0,0,1,0,0,0,0,1,False
396,6490,a view of the sign,https://c1.staticflickr.com/9/8764/28822447646_831cc958ab_o.jpg,1,0,0,0,1,0,1,0,0,1,text but relevant
397,2868,threats : item is a briefcase with a syringe and poison that people intended to use,http://i.dailymail.co.uk/i/pix/2015/10/04/13/2D127E6F00000578-3259398-image-a-21_1443960238848.jpg,1,0,0,1,0,0,0,0,0,0,False
398,6902,scientist working in a laboratory,https://c1.staticflickr.com/6/5654/25325250969_5c78d022a7_o.jpg,1,0,1,0,1,0,0,0,1,0,False
399,617,motion in the winter forest,https://ak7.picdn.net/shutterstock/videos/5743127/thumb/1.jpg,1,0,1,0,0,0,0,0,0,0,False
400,4213,willow on the river in early autumn,http://shakesongs.com/wp-content/uploads/2012/12/willow_willow.jpg,1,0,0,0,1,0,0,1,0,0,False
401,1751,the - map of us railroads,https://www.american-rails.com/images/ErieMap.jpg,1,0,0,0,0,0,0,0,0,0,False
402,1868,"halloween , set of bats flying on an orange background",https://thumb9.shutterstock.com/display_pic_with_logo/3021200/497466592/stock-vector-halloween-set-of-bats-flying-on-a-orange-background-497466592.jpg,1,0,0,0,0,0,0,0,0,0,False
403,3332,singer performs during festival in politician .,https://media.gettyimages.com/photos/mike-eli-of-the-eli-young-band-performs-during-the-watershed-music-picture-id453101278?k=6&m=453101278&s=612x612&w=0&h=hsuZityrSga5gsiUMc3TlUuEhW_V8ZjYDgHU1pCZy60=,1,0,1,0,1,0,0,1,1,0,False
404,2831,emblems and symbols : a historic stained glass window showing the coat of arms of person .,https://www.featurepics.com/StockImage/20110130/coat-of-arms-stock-image-1774330.jpg,1,0,0,1,0,0,0,0,0,0,False
405,2175,"an of beautiful , colorful neoclassical buildings in town .",http://l7.alamy.com/zooms/070f5589b5fb40ed99f69afe1e1b1eaf/a-complex-of-beautiful-colorful-neoclassical-buildings-in-kavala-town-ey679b.jpg,1,1,0,0,0,0,0,0,0,0,False
406,1465,a group of people on a beach watch a dramatic sunset over strait,http://l7.alamy.com/zooms/0474f34533324deca94d0139b9bc5176/a-group-of-people-on-a-beach-watch-a-dramatic-sunset-over-puget-sound-ctrffb.jpg,1,1,0,0,0,0,0,0,0,0,False
407,7458,wallpaper possibly with anime titled person,https://c1.staticflickr.com/9/8477/29138018446_3f5907972e_o.jpg,0,0,0,1,0,0,0,0,0,0,False
408,4799,a view of the road,https://c1.staticflickr.com/8/7693/26693108160_54126443fd_o.jpg,1,0,0,0,1,0,0,0,0,1,False
409,3125,a model walks the runway during show as part of show .,https://media.gettyimages.com/photos/model-walks-the-runway-during-paula-knorr-fashion-show-as-part-of-picture-id480430732?k=6&m=480430732&s=612x612&w=0&h=uoI6nsMZGIpXJ2mlALyrxylNy_TYqapkxlwfCWL4BCM=,1,0,1,0,1,0,0,1,1,0,False
410,2953,boat cruising from the city on a big river .,https://ak5.picdn.net/shutterstock/videos/33496495/thumb/1.jpg?i10c=img.resize(height:160),1,0,0,0,1,0,0,0,1,0,False
411,33,vintage elegant floral card with frame decorated with black and white lilies on a pink background .,https://us.123rf.com/450wm/olgakorneeva/olgakorneeva1405/olgakorneeva140500007/28403808-vintage-elegant-floral-card-with-frame-decorated-with-black-and-white-lilies-on-a-pink-background-ve.jpg,1,1,0,0,0,0,0,0,0,0,False
412,7370,pink tulips in a field,https://c1.staticflickr.com/8/7750/26565323360_08c9f27d10_o.jpg,1,0,0,0,1,0,0,0,1,0,False
413,4861,the interior of the church,https://c1.staticflickr.com/6/5677/30043950440_9f25d0b5f7_o.jpg,1,0,0,0,1,0,0,0,1,0,False
414,3206,traffic jam and gridlock in the city,https://ak1.picdn.net/shutterstock/videos/10802021/thumb/1.jpg,1,0,0,0,1,0,0,0,1,0,False
415,4336,design template for your business .,https://thumb1.shutterstock.com/display_pic_with_logo/315766/258060134/stock-vector-logo-design-template-for-your-business-letter-s-on-the-plate-vector-illustration-or-icon-258060134.jpg,0,0,0,0,0,0,1,0,0,0,text
416,4289,this will be my next tattoo .,https://i.pinimg.com/736x/aa/c9/24/aac92418fdc913fa6ad5618dd414dcd7--hand-drawn-fonts-mumford-and-sons.jpg,0,0,0,0,0,0,1,0,0,0,text
417,3826,girl resting on the river,https://ak7.picdn.net/shutterstock/videos/9763277/thumb/3.jpg,1,0,1,0,0,0,0,0,0,0,False
418,2590,visitors pass through a room filled with 18th - century furniture .,https://photos.smugmug.com/2009/North-America-Travel-2009/New-York-Met-and-Cloisters/i-RDG5bNJ/1/6f08794d/X2/RHJF_5D_20091021_1055-X2.jpg,1,0,1,0,1,0,0,0,1,0,False
419,7329,a new roof under construction,https://c1.staticflickr.com/8/7174/27334866756_e87dc2429d_o.jpg,0,0,0,0,0,1,0,0,0,0,False
420,4012,recipes for every occasion -- all year long !,https://i.pinimg.com/736x/02/1e/5b/021e5bfbc228ef06a85746078accba21--chicken-crock-pots-chicken-bacon.jpg,0,0,0,0,0,0,1,0,0,0,text
421,163,"football player is next , and the midfielder has gone for the unkempt look .",http://i.dailymail.co.uk/i/pix/2014/11/30/239C181B00000578-2854808-Joey_Barton_is_next_and_the_QPR_midfielder_has_gone_for_the_unke-1_1417366381705.jpg,0,1,0,1,0,0,0,0,0,0,False
422,6216,installation view of the floor,https://c1.staticflickr.com/8/7446/27011552855_b8e5e22d7b_o.jpg,1,0,0,0,1,0,0,0,0,1,False
423,1176,"ethnicity ride their horses during a race as celebration of person , also known as person , near by town",http://l7.alamy.com/zooms/9c212649b4f44317a289524281d244ef/bulgarians-ride-their-horses-during-a-race-as-celebration-of-todorov-fy2xnr.jpg,0,0,0,1,0,0,0,0,0,0,False
424,5402,a model walks the runway at the fashion show during fashion week,https://c1.staticflickr.com/8/7533/27724292381_c8f290d35c_o.jpg,0,0,0,0,0,1,0,0,0,0,False
425,2985,"art , via photo sharing website",https://i.pinimg.com/736x/d7/c0/2a/d7c02a600b846c21809150eeea7b2956--vintage-luggage-vintage-travel.jpg,0,0,0,0,0,0,1,0,0,0,text
426,238,silhouette and colored maps with flags,https://thumb7.shutterstock.com/display_pic_with_logo/4142542/683212135/stock-vector-silhouette-and-colored-maps-with-flags-of-the-bosnia-and-herzegovina-683212135.jpg,1,0,0,0,0,0,0,0,0,0,False
427,7125,aerial view of a lake with birds shot from a drone,https://c1.staticflickr.com/6/5017/29404148594_e48a064212_o.jpg,0,0,0,0,0,1,0,0,0,0,False
428,7519,black and white illustration of a coin,https://c1.staticflickr.com/8/7318/27442403265_54c2766c9f_o.jpg,0,0,0,0,0,0,1,0,0,0,text
429,1364,person and man are seen outside the police station after people .,http://storage.recorder.ca/v1/dynamic_resize/sws_path/suns-prod-images/1297717169176_ORIGINAL.jpg?quality=80&size=650x&stmp=1435328263214,0,0,0,1,0,0,0,0,0,0,False
430,5482,general view of the meeting,https://c1.staticflickr.com/8/7425/27052613324_3bd248b5d6_o.jpg,0,0,0,0,0,0,1,0,0,0,text
431,97,a traffic sign warns of surfers crossing !,https://coolsandiegosights.files.wordpress.com/2017/03/img_6221z-a-traffic-sign-warns-of-surfers-crossing.jpg?w=660,1,0,0,0,0,0,0,0,0,0,False
432,2936,"while we stripped back and rebuilt , it became clear that most of the walls of the front rooms did not bear any weight .",https://static1.squarespace.com/static/54f8dfbee4b0281a78e231b8/59be8243a8b2b03df233cb3a/59be8341e9bfdfeb02035690/1506973750533/IMG_0712.jpg?format=750w,0,0,0,1,0,0,0,0,0,0,False
433,4539,a ferry sails past an advertisement for industry under foggy weather,http://delano.lu/sites/default/files/styles/640_427_echelle_recadrage/public/externals/adc331118e9b9a41f269010b9c4a66c8.jpg?itok=9G80tZ5w,0,0,0,0,0,0,1,0,0,0,text
434,5520,a man stands in front of an airplane at the airport,https://c1.staticflickr.com/9/8507/29378965205_ca698f58f1_o.jpg,1,0,1,0,1,0,0,0,1,0,False
